location,year,month,day,properties_sold,avg_price,avg_sqr_ft,walk_score,interest_score,pop_increase,city_investment,private_investment
Bridle Path-Sunnybrook-York Mills,2014,February,,7,3.288,600,0.45666666666666667,6.3,30.413999999999998,2965.776,4100.958
Leaside-Bennington,2014,February,,4,3.699,652,1.2917142857142856,0.6153846153846154,19.727999999999998,5345.054999999999,2211.18
Banbury-Don Mills,2014,February,,8,2.877,732,1.0959999999999999,0.972972972972973,61.64999999999999,8545.922999999999,13454.085
Thorncliffe Park,2014,February,,5,3.699,586,0.8676666666666666,0.21428571428571427,76.446,5038.038,14858.061
Flemingdon Park,2014,February,,8,3.699,693,1.644,0.034482758620689655,0.0,3944.3669999999997,11685.552
Victoria Village,2014,February,,3,2.0549999999999997,698,0.5936666666666667,0.8076923076923077,167.688,4500.45,11670.756
O'Connor-Parkview,2014,February,,7,2.4659999999999997,516,1.7027142857142858,0.9,117.13499999999999,2870.013,1427.403
The Beaches,2014,February,,4,2.4659999999999997,650,1.2329999999999999,0.8275862068965517,147.95999999999998,1277.799,6562.026
East End-Danforth,2014,February,,7,2.4659999999999997,730,0.6458571428571428,0.16129032258064516,83.844,1423.293,6802.871999999999
Woodbine-Lumsden,2014,February,,6,2.0549999999999997,684,0.5936666666666667,0.15789473684210525,137.685,6263.228999999999,18190.86
Crescent Town,2014,February,,4,3.699,611,0.8676666666666666,2.962962962962963,144.672,4490.996999999999,6655.7339999999995
Birchcliffe-Cliffside,2014,February,,8,4.109999999999999,526,0.17614285714285713,0.2222222222222222,81.37799999999999,251.94299999999998,6730.536
Oakridge,2014,February,,8,3.699,626,1.0274999999999999,0.16,168.51,5209.835999999999,19102.869
Clairlea-Birchmount,2014,February,,8,2.4659999999999997,775,0.6458571428571428,0.4444444444444444,15.617999999999999,2727.3959999999997,11792.001
Wexford/Maryvale,2014,February,,7,3.288,596,1.1155714285714287,0.8333333333333334,135.63,379.76399999999995,9379.430999999999
Dorset Park,2014,February,,1,3.288,667,1.387125,1.25,75.213,7694.741999999999,8606.34
Ionview,2014,February,,1,4.109999999999999,564,0.3653333333333333,0.3333333333333333,66.582,3202.5119999999997,4756.092
Kennedy Park,2014,February,,1,4.109999999999999,678,0.30824999999999997,1.9090909090909092,0.0,6429.272999999999,12293.420999999998
Cliffcrest,2014,February,,2,3.288,572,0.998142857142857,0.6666666666666666,140.562,7078.241999999999,1558.1009999999999
Eglinton East,2014,February,,2,2.4659999999999997,676,0.18266666666666664,0.5454545454545454,87.54299999999999,5957.445,14184.020999999999
Bendale,2014,February,,7,4.109999999999999,568,0.46971428571428564,0.3076923076923077,128.232,8163.692999999999,17923.71
Scarborough Village,2014,February,,1,2.877,505,0.051375,1.6551724137931034,0.0,1740.174,8519.207999999999
Woburn,2014,February,,1,4.109999999999999,524,0.462375,1.3636363636363635,85.488,3013.0409999999997,12805.527
Guildwood,2014,February,,8,3.288,761,0.822,1.129032258064516,0.0,8036.282999999999,13321.331999999999
Morningside,2014,February,,5,3.699,577,1.0274999999999999,3.272727272727273,131.51999999999998,8285.349,4454.418
West Hill,2014,February,,4,2.877,572,0.45666666666666667,0.7,16.439999999999998,1443.021,2891.796
Rouge,2014,February,,4,4.109999999999999,526,0.31966666666666665,0.30000000000000004,119.18999999999998,6022.383,9863.178
Centennial Scarborough,2014,February,,4,4.109999999999999,676,0.27399999999999997,1.0,0.0,1179.981,15967.760999999999
Highland Creek,2014,February,,4,4.109999999999999,652,0.6393333333333333,1.75,88.776,2076.372,2452.848
Malvern,2014,February,,1,2.4659999999999997,657,0.9761249999999999,0.5142857142857142,106.03799999999998,4995.705,1350.135
Hillcrest Village,2014,February,,5,3.699,525,1.3699999999999999,1.0526315789473684,154.125,2515.7309999999998,2547.7889999999998
Steeles,2014,February,,8,1.644,796,0.71925,0.07894736842105263,0.0,5675.499,11506.767
L'Amoreaux,2014,February,,6,2.0549999999999997,633,0.7632857142857142,1.4210526315789473,184.95,7038.785999999999,22839.27
Agincourt South-Malvern West,2014,February,,8,3.288,618,0.13699999999999998,0.08695652173913043,170.154,1710.1709999999998,17520.93
Milliken,2014,February,,3,2.4659999999999997,587,0.2055,0.0,29.180999999999997,1887.723,17647.518
Agincourt North,2014,February,,8,2.4659999999999997,559,0.6393333333333333,0.6666666666666666,149.60399999999998,8424.267,13869.606
Trinity-Bellwoods,2014,March,,10,2.33,772,1.1317142857142857,0.6923076923076923,134.20800000000003,5953.616,6317.0960000000005
West Humber-Clairville,2014,March,,5,4.66,581,0.15533333333333332,0.34782608695652173,232.06800000000004,9111.698,20785.464
Mount Olive-Silverstone-Jamestown,2014,March,,8,4.194,775,0.05177777777777778,0.25,43.804,7843.712,10162.062
Humber Summit,2014,March,,6,2.7960000000000003,666,0.932,0.972972972972973,23.766000000000002,6701.08,13314.086000000001
Thistletown-Beaumond Heights,2014,March,,1,1.864,515,0.29125,0.0,82.016,1580.2060000000001,15082.09
Humbermede,2014,March,,9,4.194,575,1.3462222222222222,0.0,177.08,9653.656,2712.5860000000002
Rexdale-Kipling,2014,March,,6,4.66,554,0.52425,1.2,82.016,5558.914000000001,19911.248
Elms-Old Rexdale,2014,March,,3,4.66,717,1.1067500000000001,1.25,39.144000000000005,4436.320000000001,14478.154
Pelmo Park-Humberlea,2014,March,,9,4.66,603,0.6731111111111111,0.36363636363636365,10.252,3227.982,8584.652
Downsview-Roding-CFB,2014,March,,8,4.66,562,1.3462222222222222,0.13043478260869565,139.8,852.7800000000001,8552.032000000001
Kingsview Village-The Westway,2014,March,,3,1.864,501,1.1908888888888889,2.5,190.12800000000001,1084.848,16042.516000000001
Weston,2014,March,,7,1.864,686,0.64075,0.21621621621621623,10.252,6982.544000000001,7934.582
Rustic,2014,March,,1,1.864,701,1.1982857142857144,2.7027027027027026,71.76400000000001,4445.64,23583.328
Humber Heights-Westmount,2014,March,,7,4.66,555,0.34950000000000003,0.23076923076923078,134.20800000000003,932.466,20383.772
Brookhaven-Amesbury,2014,March,,5,2.33,582,1.5311428571428571,1.1851851851851851,123.49000000000001,125.82000000000001,23262.254
Mount Dennis,2014,March,,4,3.262,586,1.7475,1.4545454545454546,91.336,6627.918000000001,3298.348
Willowridge-Martingrove-Richview,2014,March,,6,2.33,585,0.34950000000000003,4.285714285714286,0.0,4686.0960000000005,20009.574
Princess-Rosethorn,2014,March,,1,2.33,586,1.165,0.38095238095238093,55.92,7739.328,21577.664
Eringate-Centennial-West Deane,2014,March,,3,2.33,762,1.1317142857142857,3.333333333333333,223.68,265.154,925.0100000000001
Edenbridge-Humber Valley,2014,March,,9,4.66,536,0.36244444444444446,0.6486486486486487,0.0,8888.018,8389.398000000001
Rockcliffe-Smythe,2014,March,,3,2.33,678,1.5015555555555558,0.2647058823529412,0.0,2610.532,9157.366
Markland Woods,2014,March,,1,3.262,719,0.5825,3.0,96.46200000000002,636.09,2627.308
Etobicoke West Mall,2014,March,,7,3.728,767,0.932,1.2000000000000002,72.696,8045.490000000001,27816.006
Islington-City Centre West,2014,March,,4,4.194,790,0.05825,7.363636363636364,0.0,8529.664,2899.918
Alderwood,2014,March,,4,4.194,703,1.631,2.3076923076923075,0.0,5384.63,2644.55
Long Branch,2014,March,,6,4.194,681,0.932,1.3333333333333333,97.86000000000001,8843.282000000001,26068.506
New Toronto,2014,March,,4,2.7960000000000003,768,0.466,2.7222222222222223,39.61,9121.018,16658.102000000003
Mimico,2014,March,,3,3.728,698,0.932,0.9,82.482,5240.636,26088.078
Stonegate-Queensway,2014,March,,6,3.262,600,1.0651428571428572,3.0,207.37,2301.108,18347.352000000003
Kingsway South,2014,March,,3,1.864,757,1.3980000000000001,0.10714285714285714,0.0,2165.502,20942.972
Lambton Baby Point,2014,March,,6,3.262,533,0.5825,0.0,72.696,9159.230000000001,6431.2660000000005
High Park-Swansea,2014,March,,9,4.66,686,1.45625,0.4666666666666667,109.044,7004.446000000001,18411.194
Runnymede-Bloor West Village,2014,March,,6,4.66,522,1.1391111111111112,2.0,0.0,5113.418000000001,19557.554
High Park North,2014,March,,5,2.33,593,0.932,0.27586206896551724,87.608,4247.59,7082.734
Junction Area,2014,March,,7,3.728,784,0.29125,2.0,128.15,6615.336,16898.092
Roncesvalles,2014,March,,4,3.262,506,1.1908888888888889,0.9375,88.074,9429.976,13514.0
South Parkdale,2014,March,,7,3.728,701,1.0355555555555556,1.8421052631578947,0.0,6163.782,23052.088
Dufferin Grove,2014,March,,1,4.194,585,0.29125,0.8571428571428571,51.260000000000005,5777.002,9193.714
Little Portugal,2014,March,,2,2.7960000000000003,745,0.932,0.4666666666666667,234.86400000000003,1153.3500000000001,7795.2480000000005
Dovercourt-Wallace Emerson-Juncti,2014,March,,7,3.728,688,0.466,0.0,78.28800000000001,1092.304,10189.09
Niagara,2014,March,,9,1.864,600,1.165,0.2222222222222222,187.332,2221.888,15891.066
Weston-Pellam Park,2014,March,,6,1.864,739,1.631,0.2571428571428571,72.69600000000001,1731.19,24567.52
Palmerston-Little Italy,2014,March,,1,4.66,648,0.5177777777777778,2.6666666666666665,207.37,9402.016,27558.308
University,2014,March,,3,4.194,538,0.2071111111111111,0.45161290322580644,55.92,386.314,3987.096
Kensington-Chinatown,2014,March,,9,2.33,661,1.5533333333333335,1.9393939393939394,111.84,2622.1820000000002,11527.442000000001
Waterfront Communities-The Island,2014,March,,7,2.7960000000000003,637,1.1317142857142857,1.263157894736842,18.64,520.988,4385.06
Annex,2014,March,,7,2.7960000000000003,793,0.5325714285714286,0.21212121212121213,107.18,1398.0,843.46
Wychwood,2014,March,,6,4.66,629,0.4142222222222222,0.5172413793103449,251.64000000000004,7718.358,1849.554
Corsa Italia-Davenport,2014,March,,2,3.728,730,0.8802222222222222,1.3636363636363635,120.22800000000001,3897.1580000000004,7066.424
Oakwood-Vaughan,2014,March,,6,3.728,708,0.7766666666666667,3.1818181818181817,78.288,821.558,22881.066000000003
Humewood-Cedarvale,2014,March,,7,1.864,778,0.932,0.7741935483870968,198.516,7091.122,2718.1780000000003
Casa Loma,2014,March,,6,3.262,500,0.5695555555555556,0.21621621621621623,0.0,7193.176,3533.212
Forest Hill South,2014,March,,9,4.66,764,1.6892500000000001,0.6666666666666666,55.92,1541.0620000000001,2626.842
Yonge-St.Clair,2014,March,,5,3.262,673,0.06657142857142857,1.0434782608695652,33.552,1472.094,1541.9940000000001
Bay Street Corridor,2014,March,,8,4.66,720,1.165,0.0,167.76,4310.5,17034.63
Rosedale-Moore Park,2014,March,,7,2.7960000000000003,744,0.5991428571428572,0.5263157894736842,202.71,8836.292000000001,13777.756000000001
Church-Yonge Corridor,2014,March,,8,2.33,714,0.3994285714285714,0.0,53.124,3392.014,1669.212
Caledonia-Fairbanks,2014,March,,1,2.7960000000000003,562,0.9902500000000001,2.142857142857143,51.260000000000005,6370.22,25544.256
North St.James Town,2014,March,,3,2.7960000000000003,567,0.05825,1.0909090909090908,226.476,7134.46,19214.112
Cabbagetown-South St.James Town,2014,March,,9,3.728,581,1.0485,0.6857142857142857,268.41600000000005,1205.5420000000001,13244.652
Moss Park,2014,March,,2,4.66,535,0.05177777777777778,2.0,0.0,3810.9480000000003,16375.706
Regent Park,2014,March,,9,2.33,778,0.05825,0.8,107.18,2460.014,3928.846
Playter Estates-Danforth,2014,March,,8,4.66,718,0.13314285714285715,0.18518518518518517,77.35600000000001,4783.024,19134.892
South Riverdale,2014,March,,10,2.7960000000000003,520,1.3314285714285716,1.3888888888888888,146.79,8900.6,18264.870000000003
North Riverdale,2014,March,,6,2.33,609,0.31066666666666665,0.35294117647058826,0.0,5308.6720000000005,26952.508
Blake-Jones,2014,March,,6,3.262,742,0.6657142857142858,0.4545454545454546,39.144000000000005,5613.902,15139.408000000001
Danforth Village - Toronto,2014,March,,9,4.194,674,0.466,0.9696969696969697,89.47200000000001,5120.408,26022.372000000003
Broadview North,2014,March,,1,2.33,746,0.7572500000000001,1.5,31.688000000000002,2066.244,7421.5160000000005
Old East York,2014,March,,3,1.864,786,0.466,0.2222222222222222,139.8,4245.26,22709.578
Danforth Village - East York,2014,March,,2,3.262,657,1.5533333333333335,4.705882352941177,68.502,5655.842000000001,10774.852
Greenwood-Coxwell,2014,March,,9,1.864,677,0.9902500000000001,0.7826086956521738,158.44,1017.744,22906.696
Woodbine Corridor,2014,March,,6,4.194,536,1.7974285714285716,2.333333333333333,63.376000000000005,7007.7080000000005,26171.026
Maple Leaf,2014,March,,8,2.7960000000000003,795,1.864,0.44999999999999996,71.76400000000001,5623.688,7773.812000000001
Beechborough-Greenbrook,2014,March,,5,3.262,568,0.7766666666666667,0.9523809523809523,74.56,1210.202,1462.7740000000001
Keelesdale-Eglinton West,2014,March,,7,2.33,738,1.264857142857143,0.0,53.59,7177.332,824.82
Briar Hill-Belgravia,2014,March,,6,3.262,697,1.3314285714285716,1.1666666666666665,23.3,6340.862,18669.824
Yorkdale-Glen Park,2014,March,,4,2.33,572,0.5177777777777778,0.3125,0.0,2039.682,123.49000000000001
Forest Hill North,2014,March,,3,4.194,683,0.34950000000000003,0.9090909090909092,72.696,2646.414,2169.23
Englemount-Lawrence,2014,March,,2,3.728,746,1.1067500000000001,0.0,120.22800000000001,8033.374000000001,20221.138000000003
Bedford Park-Nortown,2014,March,,10,3.728,508,0.233,2.307692307692308,0.0,1217.192,11682.154
Lawrence Park South,2014,March,,2,1.864,524,1.3314285714285716,0.0,156.11,914.292,18649.786
Yonge-Eglinton,2014,March,,5,4.66,562,0.932,3.5,0.0,1004.23,19008.606
Mount Pleasant West,2014,March,,9,3.728,570,0.6990000000000001,0.7777777777777777,20.504,306.62800000000004,5151.164000000001
Lawrence Park North,2014,March,,8,3.262,724,1.0873333333333335,4.0,69.9,9441.626,8736.568000000001
Mount Pleasant East,2014,March,,9,2.7960000000000003,715,0.5325714285714286,0.6,0.0,8198.338,17693.554
Black Creek,2014,March,,4,3.728,508,1.1982857142857144,2.8571428571428568,167.76,3987.096,12253.004
Glenfield-Jane Heights,2014,March,,1,3.728,773,0.17475000000000002,0.11428571428571428,162.168,9155.502,5629.280000000001
York University Heights,2014,March,,8,3.728,790,0.8284444444444444,0.3157894736842105,51.260000000000005,8474.676000000001,6591.570000000001
Bathurst Manor,2014,March,,7,4.66,660,1.7475,0.5454545454545454,10.252,4552.354,4602.216
Westminster-Branson,2014,March,,5,1.864,794,1.1317142857142857,0.20833333333333334,48.93000000000001,6731.836,14399.866
Clanton Park,2014,March,,8,4.66,554,1.1391111111111112,0.30303030303030304,151.45000000000002,1916.6580000000001,2496.828
Lansing-Westgate,2014,March,,6,3.262,770,0.40775,0.5357142857142857,114.63600000000001,5979.246,17131.558
Willowdale West,2014,March,,10,4.66,727,0.8654285714285715,0.08695652173913043,67.10400000000001,6555.688,6954.118
Newtonbrook West,2014,March,,5,1.864,624,1.6642857142857144,1.1111111111111112,117.43200000000002,8833.962000000001,12934.296
Newtonbrook East,2014,March,,4,4.194,542,1.3980000000000001,1.7391304347826086,98.792,5180.988,720.902
Willowdale East,2014,March,,8,2.7960000000000003,746,1.631,0.0,40.542,6850.666,13702.264000000001
Bayview Woods-Steeles,2014,March,,1,4.194,633,1.0651428571428572,3.1578947368421053,14.912,678.0300000000001,18555.188000000002
Bayview Village,2014,March,,8,1.864,701,1.3462222222222222,2.333333333333333,61.512,9066.03,22320.468
St.Andrew-Windfields,2014,March,,9,3.728,800,1.57275,2.692307692307692,45.668,8577.662,24684.486
Don Valley Village,2014,March,,2,4.66,770,0.3328571428571429,1.2000000000000002,160.77,5079.866,13203.178
Henry Farm,2014,March,,6,3.728,736,0.10355555555555555,0.0,0.0,3487.078,6174.034000000001
Pleasant View,2014,March,,8,4.194,777,0.2662857142857143,1.0,17.242,9280.856,157.508
Parkwoods-Donalda,2014,March,,1,3.262,711,0.7248888888888889,0.0,57.784000000000006,696.2040000000001,11825.216
Tam O'Shanter-Sullivan,2014,March,,8,3.262,756,1.5533333333333335,2.25,174.75,4277.414000000001,4210.776
Bridle Path-Sunnybrook-York Mills,2014,March,,7,2.33,599,0.3328571428571429,3.888888888888889,0.0,7701.116,18523.034
Leaside-Bennington,2014,March,,5,3.262,607,0.2588888888888889,5.555555555555555,0.0,9232.392,23597.774
Banbury-Don Mills,2014,March,,5,1.864,575,1.5311428571428571,0.7000000000000001,104.85000000000001,1959.5300000000002,15626.844000000001
Thorncliffe Park,2014,March,,8,2.7960000000000003,718,0.3994285714285714,2.1176470588235294,93.2,4606.41,13502.35
Flemingdon Park,2014,March,,2,1.864,543,0.4142222222222222,0.0,36.348,6714.594,19230.888000000003
Victoria Village,2014,March,,6,2.33,549,0.05825,3.75,43.804,1647.776,25574.546000000002
O'Connor-Parkview,2014,March,,6,4.194,563,0.6990000000000001,6.363636363636363,76.424,5970.392000000001,21071.588
The Beaches,2014,March,,4,2.7960000000000003,724,0.8284444444444444,1.7777777777777777,103.452,5152.0960000000005,309.89000000000004
East End-Danforth,2014,March,,3,3.262,657,1.3980000000000001,0.21428571428571427,0.0,5164.678,23519.02
Woodbine-Lumsden,2014,March,,6,2.33,528,0.3328571428571429,0.21875,37.28,4472.668000000001,28553.218
Crescent Town,2014,March,,8,2.7960000000000003,775,1.3462222222222222,3.6,134.20800000000003,2750.3320000000003,19814.32
Birchcliffe-Cliffside,2014,March,,5,4.194,759,1.7475,0.05128205128205128,36.348,3856.616,7165.216
Oakridge,2014,March,,1,3.262,642,0.05177777777777778,1.1666666666666665,76.89,7828.8,20428.042
Clairlea-Birchmount,2014,March,,1,2.33,657,0.466,0.2857142857142857,201.312,8287.344000000001,22802.778000000002
Wexford/Maryvale,2014,March,,9,3.262,562,0.9837777777777779,0.3214285714285714,132.81,791.268,17653.478
Dorset Park,2014,March,,5,2.7960000000000003,647,1.0651428571428572,0.3333333333333333,117.43200000000002,4057.4620000000004,28763.850000000002
Ionview,2014,March,,3,4.66,614,0.8155,0.34615384615384615,29.824,7531.026000000001,2126.358
